Award ID,category,env_subtype,Recipient Name,Award Amount,Start Date,CFDA Number,Description
99501822,ENV,ENV_NOHEALTH,ILLINOIS EMERGENCY MANAGEMENT AGENCY AND OFFICE OF HOMELAND SECURITY,1169748.0,2022-10-01,66.032,"DESCRIPTION:THE PURPOSE OF THIS TOXIC SUBSTANCES CONTROL ACT (TSCA)   306 FUNDED GRANT IS TO PROVIDE RADON RISK REDUCTION THAT WILL RESULT IN INCREASED RADON TESTING, MITIGATION, AND RADON RESISTANT NEW CONSTRUCTION. ACTIVITIES:IEMA WILL IMPLEMENT A STATE RADON PROGRAM DESIGNED TO SUPPORT RADON RELATED PROJECTS IN HOMES, SCHOOLS, AND OTHER BUILDINGS, INCLUDING: 1) DESIGNING PUBLIC INFORMATION OUTREACH, EDUCATION; 2) DESIGNING PROGRAMS TO CONTROL RADON IN EXISTING AND NEW STRUCTURES; 3) EXPANDING RADON TESTING, OUTREACH ON MITIGATION, AND DATA COLLECTION IN NEW AND EXISTING STRUCTURES; AND 4) IDENTIFYING AND SPREADING BEST PRACTICES FOR BUILDING HOMES AND BUILDINGS RADON RESISTANT AND ADOPTING RADON IN BUILDING CODES.SUBRECIPIENT:THE RECIPIENT INTENDS TO ISSUE SUBAWARD AGREEMENTS TO ITS PARTNERS IN COMPLIANCE WITH APPENDIX A OF EPA'S SUBAWARD POLICY. OUTCOMES:THE EXPECTED OUTCOMES INCLUDE A BROADENED AWARENESS OF RISK RELATED TO RADON, EXPANDED ACCESS TO RADON SERVICES, AND ADVANCED RAD"
99501724,ENV,ENV_NOHEALTH,MINNESOTA DEPARTMENT OF HEALTH,1350196.0,2023-10-01,66.032,"DESCRIPTION:THE AGREEMENT PROVIDES FUNDING TO THE MINNESOTA DEPARTMENT OF HEALTH (MDOH).  THE PURPOSE OF THIS TOXIC SUBSTANCES CONTROL ACT (TSCA)   306 FUNDED GRANT IS TO PROVIDE RADON RISK REDUCTION THAT WILL RESULT IN INCREASED RADON TESTING, MITIGATION, AND RADON RESISTANT NEW CONSTRUCTION. SPECIFICALLY, THE RECIPIENT WILL CONDUCT RADON STAKEHOLDER MEETINGS, IMPLEMENT INNOVATIVE RADON AWARENESS ACTIVITIES, AND BUILD COALITIONS WITH LOCAL GOVERNMENTS, PARTNER AFFILIATES, AND OTHERS.ACTIVITIES:THE ACTIVITIES INCLUDE IMPLEMENTING A STATE RADON PROGRAM DESIGNED TO SUPPORT OF RADON RELATED PROJECTS IN HOMES, SCHOOLS, AND OR OTHER BUILDINGS, INCLUDING: 
1) DESIGNING PUBLIC INFORMATION OUTREACH, EDUCATION: (A) PROGRAMS TO CONTROL RADON IN EXISTING AND NEW STRUCTURES AND (B) DEMONSTRATION OF RADON MITIGATION METHODS AND TECHNOLOGIES
2) PROVIDING TRAINING AND TECHNICAL SUPPORT;
3) EXPANDING RADON TESTING, MITIGATION, AND DATA COLLECTION IN NEW AND EXISTING STRUCTURES; AND
4) IDENTIFYING AND "
99501723,OTHER,,MINNESOTA DEPARTMENT OF HEALTH,1143913.0,2020-10-01,66.032,"THE GOAL OF THIS PROGRAM IS TO PROVIDE RADON RISK REDUCTION THROUGH ACTIVITIES THAT WILL RESULT IN INCREASED RADON TESTING, MITIGATION AND RADON RESISTANT NEW CONSTRUCTION. THE RECIPIENT WILL IMPLEMENT A STATE/TRIBAL PROGRAM OF RADON RELATED PROJECTS IN HOMES, SCHOOLS, OR OTHER BUILDINGS, INCLUDING 1) PUBLIC INFORMATION, OUTREACH, EDUCATION; 2) PROGRAMS TO CONTROL RADON IN EXISTING AND NEW STRUCTURES; AND 3) DEMONSTRATION OF RADON MITIGATION METHODS AND TECHNOLOGIES."
99501227,ENV,ENV_NOHEALTH,OHIO DEPARTMENT OF HEALTH,734041.0,2024-10-01,66.032,"DESCRIPTION:THIS ASSISTANCE AGREEMENT PROVIDES FUNDING UNDER THE TOXIC SUBSTANCES CONTROL ACT   306 TO THE OHIO DEPARTMENT OF HEALTH TO IMPLEMENT A STATE RADON PROGRAM DESIGNED TO SUPPORT RADON RISK REDUCTION THAT WILL RESULT IN INCREASED RADON TESTING, MITIGATION, AND RADON RESISTANT NEW CONSTRUCTION. SPECIFICALLY, THROUGH THE TWO BRANCHES OF THEIR PROGRAM - OUTREACH AND LICENSING - THE RECIPIENT WILL INCREASE PUBLIC AWARENESS OF INDOOR RADON AND ENCOURAGE TESTING AND MITIGATION.ACTIVITIES:THE ACTIVITIES TO BE PERFORMED INCLUDE THE PURCHASE AND DISTRIBUTION OF TEST KITS, DEVELOPMENT OF OUTREACH MATERIALS, AND ANSWERING OF A TOLLFREE HOTLINE TO PROVIDE INFORMATION AND TECHNICAL ASSISTANCE. SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:THE ANTICIPATED DELIVERABLES INCLUDE RADON RELATED EDUCATIONAL MATERIALS, APPROVAL OF LICENSES FOR RADON PROFESSIONALS, AND MEETINGS AND PRESENTATIONS TO LOCAL SCHOOL ADMINISTRATIONS. THE EXPECTED OUTCOMES INCLUDE INCREASED "
99501226,OTHER,,OHIO DEPARTMENT OF HEALTH,1061334.0,2021-10-01,66.032,"THE OHIO DEPARTMENT OF HEALTH (ODH) WILL PROVIDE RADON RISK REDUCTION THROUGH ACTIVITIES THAT WILL RESULT IN INCREASED RADON TESTING, MITIGATION AND RADON RESISTANT NEW CONSTRUCTION. ODH WILL IMPLEMENT A STATE PROGRAM OF RADON RELATED PROJECTS IN HOMES, SCHOOLS OR OTHER BUILDINGS, INCLUDING: 1) PUBLIC INFORMATION, OUTREACH AND EDUCATIONAND 2) PROGRAMS TO CONTROL RADON IN EXISTING AND NEW STRUCTURESAND AND 3) DEMONSTRATION OF RADON MITIGATION METHODS AND TECHNOLOGIES. DELIVERABLES AND OUTCOMES WILL PROVIDE MEASURABLE RADON RISK REDUCTION IN THE STATE OF OHIO. DIRECT BENEFICIARIES OF THIS PROGRAM INCLUDE STATE RESIDENTS WHO WILL HAVE DECREASED EXPOSURE TO RADON AND DECREASED RISK OF LUNG CANCER DUE TO THESE ACTIVITIES. SUBGRANTEE ACTIVITIES INCLUDE SUPPORTING THE OVERALL OBJECTIVES IN LOCAL AREAS, SUCH AS CONDUCTING OUTREACH AND EDUCATION ACTIVITIES FOR CHILDREN AND THEIR FAMILIES, LOW-INCOME HOMEOWNERS, AND SCHOOLS."
99501123,ENV,ENV_NOHEALTH,STATE OF WISCONSIN DEPARTMENT OF HEALTH SERVICES,909381.0,2024-01-01,66.032,"DESCRIPTION:THE AGREEMENT PROVIDES FUNDING TO THE WISCONSIN DEPARTMENT OF HEALTH AND FAMILY SERVICES. THE PURPOSE OF THIS TOXIC SUBSTANCES CONTROL ACT (TSCA)   306 FUNDED GRANT IS TO PROVIDE RADON RISK REDUCTION THAT WILL RESULT IN INCREASED RADON TESTING, MITIGATION, AND RADON RESISTANT NEW CONSTRUCTION. SPECIFICALLY, THE RECIPIENT WILL IMPLEMENT THEIR RADON PROGRAM THROUGH FOUR PROGRAM ELEMENTS: PROGRAM MANAGEMENT, PUBLIC INFORMATION, PROBLEM ASSESSMENT, AND PROBLEM RESPONSE.ACTIVITIES:THE ACTIVITIES INCLUDE IMPLEMENTING A STATE RADON PROGRAM DESIGNED TO SUPPORT RADON RELATED PROJECTS IN HOMES, SCHOOLS, AND OR OTHER BUILDINGS, INCLUDING: 
1) DESIGNING PUBLIC INFORMATION OUTREACH, EDUCATION: (A) PROGRAMS TO CONTROL RADON IN EXISTING AND NEW STRUCTURES AND (B) DEMONSTRATION OF RADON MITIGATION METHODS AND TECHNOLOGIES;
2) PROVIDING TRAINING AND TECHNICAL SUPPORT;
3) EXPANDING RADON TESTING, MITIGATION, AND DATA COLLECTION IN NEW AND EXISTING STRUCTURES; AND
4) IDENTIFYING AND SPREADING"
99501122,OTHER,,STATE OF WISCONSIN DEPARTMENT OF HEALTH SERVICES,764255.0,2021-01-01,66.032,"THE GOAL OF THIS PROGRAM IS TO PROVIDE RADON RISK REDUCTION THROUGH ACTIVITIES THAT WILL RESULT IN INCREASED RADON TESTING, MITIGATION AND RADON RESISTANT NEW CONSTRUCTION. THE RECIPIENT WILL IMPLEMENT A STATE/TRIBAL PROGRAM OF RADON RELATED PROJECTS IN HOMES, SCHOOLS, OR OTHER BUILDINGS, INCLUDING 1) PUBLIC INFORMATION, OUTREACH, EDUCATION; 2) PROGRAMS TO CONTROL RADON IN EXISTING AND NEW STRUCTURES; AND 3) DEMONSTRATION OF RADON MITIGATION METHODS AND TECHNOLOGIES."
99486621,OTHER,,DEPARTMENT OF ENVIRONMENTAL QUALITY MISSISSIPPI,3231000.0,2020-10-01,66.460,"THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $3,231,000 TO THE MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY TO IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM. THE PROGRAM  WILL FOCUS ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUN-OFF FROM NONPOINT SOURCES."
99486620,OTHER,,DEPARTMENT OF ENVIRONMENTAL QUALITY MISSISSIPPI,3146000.0,2019-10-01,66.460,"THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $3,146,000 TO THE MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY TO IMPLEMENT IT'S NON-POINT SOURCE MANAGEMENT PROGRAM FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUN-OFF FROM NON-POINT SOURCES."
99486619,OTHER,,DEPARTMENT OF ENVIRONMENTAL QUALITY MISSISSIPPI,3018000.0,2018-10-01,66.460,"THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $3,018,000 TO THE STATE OF MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY TO IMPLEMENT ITS NON POINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUN-OFF FROM NON POINT SOURCES."
99486618,OTHER,,DEPARTMENT OF ENVIRONMENTAL QUALITY MISSISSIPPI,3049000.0,2017-10-01,66.460,"THIS ACTION APPROVES FUNDS IN THE AMOUNT OF $3,049,000 TO PROVIDE SUPPORT TO THE STATE OF MISSISSIPPI TO IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUN-OFF FROM NONPOINT SOURCES.  NONPOINT SOURCE IMPLEMENTATION PROJECTS INCLUDE A VARIETY OF STRUCTURAL AND NON-STRUCTURAL BEST MANAGEMENT PRACTICES (BMPS), WATERSHED PLANNING, MONITORING,TECHNOLOGY DEMONSTRATIONS, AND A VARIETY OF EDUCATION/OUTREACH PROGRAMS."
99486617,OTHER,,DEPARTMENT OF ENVIRONMENTAL QUALITY MISSISSIPPI,3086000.0,2016-10-01,66.460,"THIS ACTION APPROVES FUNDING IN THE AMOUNT OF $3,086,000 TO THE STATE OF MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY FOR THE IMPLEMENTATION OF PROGRAMS AND PROJECTS DESIGNED TO REDUCE NON POINT SOURCE POLLUTION TO ACHIEVE AND MAINTAIN BENEFICIAL USE OF WATER IN THE STATE."
99485001,OTHER,,GLYNN ENVIRONMENTAL COALITION INC,181626.0,1995-12-01,66.806,THIS ASSISTANCE AGREEMENT PROVIDES FINANCIAL ASSISTANCE TO QUALIFIED CITIZEN GROUPS AFFECTED BY A SUPERFUND SITE LISTED OR PROPOSED FOR THE NATIONAL
99467623,OTHER,,DEPARTMENT OF AGRICULTURE TENNESSEE,2682000.0,2022-10-01,66.460,"DESCRIPTION:THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $2,682,000 TO THE TENNESSEE DEPARTMENT OF AGRICULTURE. THIS AGREEMENT PROVIDES SUPPORT TO THE RECIPIENT TO IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUNOFF FROM NONPOINT SOURCES.  NONPOINT SOURCE IMPLEMENTATION PROJECTS INCLUDE A VARIETY OF STRUCTURAL AND NON-STRUCTURAL BEST MANAGEMENT PRACTICES (BMPS), WATERSHED PLANNING, MONITORING, TECHNOLOGY DEMONSTRATIONS, AND A VARIETY OF EDUCATION/OUTREACH PROGRAMS.ACTIVITIES:THE PROPOSED WORK IN THIS AGREEMENT INCLUDES: SIX PROJECTS THAT WILL SUPPORT AND IMPROVE WATER QUALITY BY, REDUCING NONPOINT SOURCE POLLUTION; IMPROVING THE PUBLIC'S UNDERSTANDING OF THE CAUSES AND EFFECTS OF NONPOINT POLLUTION, WHICH IS RELEVANT TO BOTH SURFACE AND GROUND WATER, WHILE PROVIDING FOR FOCUSED OVERSIGHT OF THE ENVIRONMENTAL PROTECTION AGENCY'S 319(H) GRANT.SUBRECIPIENT:RIVERS TO RIDGES GALLERY:  INTERACTIVE WATERSHED EDUCA"
99467622,OTHER,,DEPARTMENT OF AGRICULTURE TENNESSEE,2681800.0,2021-10-01,66.460,"DESCRIPTION:THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $2,681,800 TO THE TENNESSEE DEPARTMENT OF AGRICULTURE TO IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUNOFF FROM NONPOINT SOURCES. NONPOINT SOURCE IMPLEMENTATION PROJECTS INCLUDE A VARIETY OF STRUCTURAL AND NON-STRUCTURAL BEST MANAGEMENT PRACTICES (BMPS), WATERSHED PLANNING, MONITORING, TECHNOLOGY DEMONSTRATIONS, AND A VARIETY OF EDUCATION AND OUTREACH PROGRAMS.ACTIVITIES:THE PROPOSED WORK IN THIS AGREEMENT INCLUDES THREE PROJECTS THAT WILL SUPPORT THE IMPROVEMENT WATER QUALITY BY REDUCING NONPOINT SOURCE POLLUTION; IMPROVING THE PUBLIC'S UNDERSTANDING OF THE CAUSES AND EFFECTS OF NONPOINT POLLUTION, RELEVANT TO BOTH SURFACE AND GROUND WATER; PROVIDING FOCUSED OVERSIGHT OF THE ENVIRONMENTAL PROTECTION AGENCY'S 319(H) GRANT.


SUBRECIPIENT:SUB-AWARDS ARE NOT KNOW AT THE TIME OF OF WORK PLAN APPROVAL DUE TO STATE PROCUREMENT AND SOLICITATION PROCESS.OU"
99465724,ENV,ENV_NOHEALTH,NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY,3772900.0,2024-07-01,66.460,"DESCRIPTION:THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $3,772,900.00 TO NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY TO IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUNOFF FROM NONPOINT SOURCES.  NONPOINT SOURCE IMPLEMENTATION PROJECTS INCLUDE A VARIETY OF STRUCTURAL AND NON-STRUCTURAL BEST MANAGEMENT PRACTICES (BMPS), WATERSHED PLANNING, MONITORING, TECHNOLOGY DEMONSTRATIONS, AND A VARIETY OF EDUCATION/OUTREACH PROGRAMS.ACTIVITIES:THE PROPOSED WORK IN THIS AGREEMENT INCLUDES THE STATE CONDUCTING A BASIN MANAGEMENT PLANNING EFFORT TO CONTROL POINT AND NONPOINT SOURCE POLLUTION IN ORDER TO INCREASE THE EFFICIENCY AND EFFECTIVENESS OF PROTECTING BOTH WATER QUALITY AND QUANTITY. BASIN PLANNING IS A NONREGULATORY, WATERSHED-BASED APPROACH TO RESTORING AND PROTECTING THE QUALITY AND QUANTITY OF NORTH CAROLINA'S SURFACE WATERS. BASIN PLANS ARE PREPARED BY THE DEPARTMENT OF WATER RESOURCES (DWR) FOR EACH O"
99465723,ENV,ENV_NOHEALTH,NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY,3938700.0,2023-07-01,66.460,"DESCRIPTION:THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $3,938,700 TO NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY (DEQ). THE STATE OF NORTH CAROLINA WILL IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUNOFF FROM NONPOINT SOURCES.  NONPOINT SOURCE IMPLEMENTATION PROJECTS INCLUDE A VARIETY OF STRUCTURAL AND NON-STRUCTURAL BEST MANAGEMENT PRACTICES (BMPS), WATERSHED PLANNING, MONITORING, TECHNOLOGY DEMONSTRATIONS, AND A VARIETY OF EDUCATION/OUTREACH PROGRAMS. THE ACTIVITIES PERFORMED INCLUDES DEVELOPING THE BASIN PLANNING BRANCH (BPB) IN THE DIVISION OF WATER RESOURCES (DWR) IN THE NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY (DEQ). THE PLANS ARE PREPARED FOR EACH OF THE 17 MAJOR RIVER BASINS. THE ANTICIPATED DELIVERABLES AND EXPECTED OUTCOMES INCLUDE COMPILING AND REVIEWING WATER QUALITY AND QUANTITY DATA COLLECTED BY DWR AND OUTSIDE AGENCIES FOR ASSIGNED RIVER BASINS TO ASSIST WITH IDENTIFYING P"
99465722,OTHER,,NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY,3941300.0,2021-10-01,66.460,"DESCRIPTION:THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $3,941,300 TO NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY TO IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUNOFF FROM NONPOINT SOURCES.  NONPOINT SOURCE IMPLEMENTATION PROJECTS INCLUDE A VARIETY OF STRUCTURAL AND NON-STRUCTURAL BEST MANAGEMENT PRACTICES (BMPS), WATERSHED PLANNING, MONITORING, TECHNOLOGY DEMONSTRATIONS, AND A VARIETY OF EDUCATION/OUTREACH PROGRAMS.ACTIVITIES:THE PROPOSED WORK IN THIS AGREEMENT INCLUDES IMPLEMENTATION ACTIVITIES OF THE FY2022 WORK PLAN: COORDINATION OF WATERSHED RESTORATION ACTIVITIES, IMPLEMENTATION OF NUTRIENT MANAGEMENT STRATEGIES, CLEAN LAKES PROGRAM MONITORING AND ASSESSMENT, TECHNICAL SUPPORT AND ENFORCEMENT FOR COMPLIANCE WITH ANIMAL WASTE MANAGEMENT RULES, BASINWIDE PLANNING, NPS CONTROL FOR SILVICULTURE, AGRICULTURE, ON-SITE WASTEWATER DISPOSAL, GROUNDWATER PROTECTION, WATER QUALITY ASSESSMENT, NPS MODEL"
99465721,OTHER,,NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY,3942200.0,2020-10-01,66.460,"THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $3,942,200 TO SUPPORT THE STATE OF NORTH CAROLINA TO IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUN-OFF FROM NONPOINT SOURCES."
99465720,OTHER,,NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY,3837500.0,2019-10-01,66.460,"THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $3,837,500 TO THE NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY TO IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUN-OFF FROM NONPOINT SOURCES."
99465719,OTHER,,NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY,3682900.0,2018-10-01,66.460,"THIS ACTION PROVIDES FUNDING IN THE AMOUNT OF $3,682,900 TO THE STATE OF NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY TO IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUN-OFF FROM NONPOINT SOURCES."
99465718,OTHER,,NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY,3722333.0,2017-10-01,66.460,"THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $3,772,333 TO THE STATE OF NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY TO IMPLEMENT ITS NON POINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUN-OFF FROM NON POINT SOURCES."
99465716,OTHER,,NORTH CAROLINA DEPARTMENT OF ENVIRONMENTAL QUALITY,3671708.0,2015-10-01,66.460,"THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $3,616,000 TO THE STATE OF NORTH CAROLINA IN SUPPORT OF PROGRAMS AND PROJECTS DESIGNED TO REDUCE NONP"
99462924,OTHER,,SOUTH CAROLINA DEPARTMENT OF ENVIRONMENTAL SERVICES,2534900.0,2023-10-01,66.460,"DESCRIPTION:THIS ACTION PROVIDES FUNDING IN THE AMOUNT OF $2,534,900 TO THE SOUTH CAROLINA  DEPARTMENT OF ENVIRONMENTAL SERVICES (SCDES) TO IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUNOFF FROM NONPOINT SOURCES.  NONPOINT SOURCE IMPLEMENTATION PROJECTS INCLUDE A VARIETY OF STRUCTURAL AND NON-STRUCTURAL BEST MANAGEMENT PRACTICES (BMPS), WATERSHED PLANNING, MONITORING, TECHNOLOGY DEMONSTRATIONS, AND A VARIETY OF EDUCATION/OUTREACH PROGRAMS.ACTIVITIES:ACTIVITIES TO BE PERFORMED INCLUDE ASSESSING STATEWIDE WATER QUALITY THROUGH CONSISTENT MONITORING TO IDENTIFY WATERBODIES NOT FULLY MEETING STANDARDS DUE TO NONPOINT SOURCES OF POLLUTION, IMPLEMENT AND UPDATE SANITARY AND MONITORING SURVEYS BASED ON COASTAL WATER QUALITY MONITORING DATA WHERE 319 PROJECTS HAVE BEEN AND WILL BE IMPLEMENTED, EFFECTIVELY ASSESS AND DOCUMENT THE IMPACTS OF 319-FUNDED IMPLEMENTATION PROJECTS ON WATER QUALITY THROUGH COLLECTION AND A"
99462922,OTHER,,SOUTH CAROLINA DEPARTMENT OF PUBLIC HEALTH,2001995.0,2021-10-01,66.460,"DESCRIPTION:THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $2,653,300 TO SOUTH CAROLINA DEPARTMENT OF HEALTH AND ENVIRONMENTAL CONTROL. THE PURPOSE OF THIS AGREEMENT IS TO PROVIDE SUPPORT TO THE STATE OF SOUTH CAROLINA TO IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUNOFF FROM NONPOINT SOURCES. NONPOINT SOURCE IMPLEMENTATION PROJECTS INCLUDE A VARIETY OF STRUCTURAL AND NON-STRUCTURAL BEST MANAGEMENT PRACTICES (BMPS), WATERSHED PLANNING, MONITORING, TECHNOLOGY DEMONSTRATIONS, AND A VARIETY OF EDUCATION/OUTREACH PROGRAMSACTIVITIES:ACTIVITIES TO BE PERFORMED INCLUDE ASSESSING STATEWIDE WATER QUALITY THROUGH CONSISTENT MONITORING TO IDENTIFY WATERBODIES NOT FULLY MEETING STANDARDS DUE TO NONPOINT SOURCES OF POLLUTION, IMPLEMENT AND UPDATE SANITARY AND MONITORING SURVEYS BASED ON COASTAL WATER QUALITY MONITORING DATA WHERE 319 PROJECTS HAVE BEEN AND WILL BE IMPLEMENTED,  EFFECTIVELY ASSESS AND DOCUMENT THE IMPACT"
99462921,OTHER,,SOUTH CAROLINA DEPARTMENT OF PUBLIC HEALTH,2145184.0,2020-10-01,66.460,"THIS ACTION APPROVES FUNDING IN THE AMOUNT OF $2,654,200 TOT HE STATE OF SOUTH CAROLINA DEPARTMENT OF HEALTH AND ENVIRONMENTAL CONTROL TO IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUN-OFF FROM NONPOINT SOURCES. NONPOINT SOURCE IMPLEMENTATION PROJECTS INCLUDE A VARIETY OF STRUCTURAL AND NON-STRUCTURAL BEST MANAGEMENT PRACTICES (BMPS), WATERSHED PLANNING, MONITORING, TECHNOLOGY DEMONSTRATIONS AND A VARIETY OF EDUCATION/OUTREACH PROGRAMS."
99462918,OTHER,,SOUTH CAROLINA DEPARTMENT OF PUBLIC HEALTH,2506333.0,2017-10-01,66.460,"THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $2,506,333 TO THE STATE OF SOUTH CAROLINA DEPARTMENT OF HEALTH AND ENVIRONMENTAL CONTROL TO IMPLEMENT ITS NON POINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUN-OFF FROM NON POINT SOURCES."
99451522,OTHER,,FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION,6620300.0,2022-07-01,66.460,"DESCRIPTION:THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $6,620,300 TO THE FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION. THIS AGREEMENT PROVIDES SUPPORT TO THE STATE OF FLORIDA TO IMPLEMENT ITS NONPOINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUNOFF FROM NONPOINT SOURCES.  NONPOINT SOURCE IMPLEMENTATION PROJECTS INCLUDE A VARIETY OF STRUCTURAL AND NON-STRUCTURAL BEST MANAGEMENT PRACTICES (BMPS), WATERSHED PLANNING, MONITORING, TECHNOLOGY DEMONSTRATIONS, AND A VARIETY OF EDUCATION/OUTREACH PROGRAMS. ACTIVITIES:ACTIVITIES INCLUDE:
-	THE TWO DEPARTMENT PROGRAM PROJECTS ARE THE NPS, TOTAL MAXIMUM DAILY LOAD (TMDL) AND BASIN MANAGEMENT ACTION PLAN (BMAP) ADMINISTRATION ACTIVITIES AND THE BIOASSESSMENT PROGRAM. SECTION 1 OF THE NPS MANAGEMENT PLAN DESCRIBES THE TMDL AND BMAP WATERSHED ASSESSMENT AND RESTORATION PROCESSES, SECTION 2 OF THE NON-POINT SOURCE (NPS) MANAGEMENT PLAN DESCRIBES THE NPS GRANT AND FUNDING ADMINISTRATIVE A"
99451521,OTHER,,FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION,6621200.0,2019-10-01,66.460,"THIS ACTION APPROVES AN AWARD IN THE AMOUNT OF $6,621,200 TO THE FLORIDA DEPARTMENT OF ENVIRONMENTAL PROTECTION TO SUPPORT IMPLEMENTING THEIR NONPOINT SOURCE MANAGEMENT PROGRAM, FOCUSING ON WATERSHEDS WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUN-OFF FROM NONPOINT SOURCES."
