Category,Appl_id,FY,Funding IC,Project Number,Sub Project #,Project Title,PI_Name,Org Name,State / Country,Amount,Amount_numeric,Tag,Reason,Environmental_Subgroup,Combined_Tag,Fix_Applied,UserFix_Applied,Clinical_Subcategory,Mechanistic_Subcategory
Amyotrophic Lateral Sclerosis (ALS),10872258,2024,NIA,5R00NS123242-04,,Mechanisms of nuclear pore complex homeostasis and injury in ALS/FTD and related neurodegenerative diseases,"COYNE, ALYSSA",JOHNS HOPKINS UNIVERSITY,MD,249000,249000.0,Mechanistic_Pathogenesis,Studies MECHANISMS of nuclear pore complex homeostasis (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10872746,2024,NINDS,1R01NS137233-01,,PASK-regulated genes and proteins as therapeutic targets for ALS and FTD,"SCOLES, DANIEL",UNIVERSITY OF UTAH,UT,752319,752319.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10873284,2024,NIA,5R01NS126185-03,,Epigenetic Mechanisms Contributing to the Pathogenesis of ALS/FTD with GGGGCC Repeat Expansion Mutation at the C9orf72 Locus,"LIU, X.",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,405912,405912.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10875467,2024,NINDS,5R01NS129219-02,,Multifaceted role of MG53 in alleviating neuromuscular function decline in ALS,"ZHOU, JINGSONG",UNIVERSITY OF TEXAS ARLINGTON,TX,617807,617807.0,Mechanistic_Pathogenesis,Studies multifaceted role of MG53 (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10875504,2024,NIDCD,5R42DC019877-03,,A digital tool for monitoring speech decline in ALS,"GREEN, JORDAN","MODALITY.AI , INC",CA,976474,976474.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10875745,2024,NIA,4R01AG069483-02,,Genetic analysis of UBQLN2-associated neurodegeneration in frontotemporal dementia,"TIBBETTS, RANDAL",UNIVERSITY OF WISCONSIN-MADISON,WI,386449,386449.0,Strictly_Genetic,Mentions genes/variants/genome without mechanistic terms or exposures,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10877872,2024,NIA,5F32AG079618-03,,Shared and disparate genomic features of TDP-43 proteinopathies,"SPENCER, BARBARA",UNIVERSITY OF PENNSYLVANIA,PA,78892,78892.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10878877,2024,NIA,5R00AG065511-04,,Identifying and understanding the role of repeat RNAs and RAN proteins in Alzheimer's disease,"NGUYEN, LIEN",UNIVERSITY OF FLORIDA,FL,248346,248346.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10879161,2024,NINDS,5K22NS112678-04,,Exploring functional complexes and disease networks within human RNA-binding protein interactomes,"BRANNAN, KRISTOPHER",METHODIST HOSPITAL RESEARCH INSTITUTE,TX,249264,249264.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10880551,2024,NIA,5R01NS097850-09,,Validating Secretory Autophagy as a Therapeutic Strategy for Diverse Forms of ALS and FTD,"ICHIDA, JUSTIN",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,120182,120182.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10880551,2024,NINDS,5R01NS097850-09,,Validating Secretory Autophagy as a Therapeutic Strategy for Diverse Forms of ALS and FTD,"ICHIDA, JUSTIN",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,566570,566570.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10880697,2024,NINDS,5R01NS130104-03,,Spinal Subpial Gene Delivery for Treatment of Amyotrophic Lateral Sclerosis,"MARSALA, MARTIN","UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,617646,617646.0,Everything_else,"Gene delivery therapy development, not studying genetic risk",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10882510,2024,NIA,2R01AG064690-02,,Defining modifiers and mechanisms of RAN translation,"PUGLISI, JOSEPH",STANFORD UNIVERSITY,CA,771846,771846.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10882761,2024,NIA,2R01AG031867-16,,Protein aggregation in inclusion body and myofibrillar myopathies,"WEIHL, CONRAD",WASHINGTON UNIVERSITY,MO,646536,646536.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10883603,2024,NINDS,5K08NS112330-05,,CRISPR-Cas9 editing in C9orf72 patient derived iPSC,"CLELLAND, CLAIRE","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,240300,240300.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Mechanistic_and_Genetic,Moved from Everything_else (matched: C9orf72),,,
Amyotrophic Lateral Sclerosis (ALS),10883648,2024,NINDS,5R01NS134166-02,,Investigating the Contribution of ALS/FTD-Associated Mutations in the NEK1 Kinase to Disease Pathophysiology,"KISKINIS, EVANGELOS",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,751016,751016.0,Mechanistic_Pathogenesis,Studies NEK1 kinase contribution to pathophysiology (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10883755,2024,NINDS,5K08NS114106-05,,Viral-based Therapeutic Approaches for Reversal of ALS Pathology,"AMADO, DEFNE",UNIVERSITY OF PENNSYLVANIA,PA,229197,229197.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10883862,2024,NIA,1R21AG087070-01,,Deciphering TDP-43 Proteinopathy: Unveiling the Consequences on Oligodendrocyte Dysfunction,"PORTA ANTOLINEZ, SILVIA",UNIVERSITY OF PENNSYLVANIA,PA,787095,787095.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10883907,2024,NIA,4R01AG072052-02,,C9orf72 frontotemporal dementia (FTD) and amyotrophic lateral sclerosis(ALS): using patient cells and CRISPR to reveal therapeutic approaches,"CONKLIN, BRUCE",J. DAVID GLADSTONE INSTITUTES,CA,708750,708750.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10885189,2024,NINDS,5R21NS130936-02,,Failure of Facilitation as a Biomarker in ALS,"TUNIK, EUGENE",NORTHEASTERN UNIVERSITY,MA,206001,206001.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10885356,2024,NIA,1R01NS137434-01,,Mechanisms of chimeric DPR production and toxicity in c9ALS/FTD,"MCEACHIN, ZACHARY",EMORY UNIVERSITY,GA,654423,654423.0,Mechanistic_Pathogenesis,Studies MECHANISMS of chimeric DPR production and toxicity,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10885452,2024,NIA,1R01NS137469-01,,"Investigating the role of TDP-43 mislocalization, structure, and post-translational modifications in the neuropathologically heterogeneous TDP-43 proteinopathies","NEWELL, KATHY",INDIANA UNIVERSITY INDIANAPOLIS,IN,1029657,1029657.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10887574,2024,NIA,5P30AG066511-05,8788,Emory Alzheimer's Disease Research Center,"GLASS, JONATHAN",EMORY UNIVERSITY,GA,383484,383484.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10887882,2024,NIA,1R21AG081925-01A1,,Cortical hyperexcitability in FTD and ALS: Exploring physiological biomarkers,"DICKERSON, BRADFORD",MASSACHUSETTS GENERAL HOSPITAL,MA,459250,459250.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10888280,2024,NINDS,5K08NS123544-03,,Modulating miR-218 in human motor neurons using assembloids,"AMIN, NEAL",STANFORD UNIVERSITY,CA,228825,228825.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10889599,2024,NINDS,1R21NS131752-01A1,,Development of a novel optical probe to study functional heterogeneity of individual neurotransmitter release sites at the neuromuscular junction,"BADAWI, YOMNA",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,234370,234370.0,Everything_else,Technology development - optical probe for imaging,,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10889938,2024,NIA,5P01AG066597-05,6312,Transcriptomic Approaches to TDP-43 Pathology,"MCMILLAN, COREY",UNIVERSITY OF PENNSYLVANIA,PA,235536,235536.0,Mechanistic_Pathogenesis,Studies transcriptomic approaches to TDP-43 pathology (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10891473,2024,NIA,5U54NS123985-04,7175,Core C: Genomics and Transcriptomics,"YOKOYAMA, JENNIFER","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",CA,305424,305424.0,Strictly_Genetic,Mentions genes/variants/genome without mechanistic terms or exposures,,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10891780,2024,NHGRI,1F31HG013609-01,,Robust and scalable Bayesian analysis tools for single cell CRISPR screens with sequencing- and imaging-based readouts,"BLAINE, LOGAN",HARVARD MEDICAL SCHOOL,MA,43203,43203.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10893022,2024,NINDS,5F32NS128067-03,,Single Cell Dissection of Cerebrovascular Dysfunction in Parkinson's Disease and Amyotrophic Lateral Sclerosis,"LINVILLE, RALEIGH",MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MA,76756,76756.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10893509,2024,NIA,5U01AG068823-04,,Therapeutics targeting TDP-43 to treat Alzheimer's disease and related disorders,"REITZ, ALLEN","FOX CHASE CHEMICAL DIVERSITY CENTER, INC",PA,1363709,1363709.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Mechanistic_and_Genetic,Moved from Everything_else (matched: TDP-43),,,
Amyotrophic Lateral Sclerosis (ALS),10896120,2024,NIA,5R44AG085411-02,,Development of a SYF2 antisense oligonucleotide treatment for ALS and FTD,"ALWORTH, SAMUEL","ACURASTEM, INC.",CA,1402110,1402110.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10896182,2024,NINDS,5R01NS127186-04,,The Physical Biology of Neurodegeneration in Sporadic Amyotrophic Lateral Sclerosis/Frontotemporal Dementia,"PHATNANI, HEMALI",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,1537811,1537811.0,Strictly_Genetic,Mentions genes/variants/genome without mechanistic terms or exposures,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10897185,2024,NIEHS,5R01ES034133-03,,Investigating Toxic Elements and Nanoparticles in ALS Etiology: A Geospatial and Toxicological Evaluation of Massachusetts ALS Registry Patients,"STOMMEL, ELIJAH",DARTMOUTH-HITCHCOCK CLINIC,NH,461158,461158.0,Strictly_Environmental_or_Gene-Environment,"Contains environmental exposure keywords including lifestyle, diet, or pollutants",Other,Strictly_Environmental_or_Gene-Environment,,,,
Amyotrophic Lateral Sclerosis (ALS),10897332,2024,NINDS,5R01NS132836-02,,Mechanisms of impaired ESCRT-III nuclear surveillance in ALS/FTD,"COYNE, ALYSSA",JOHNS HOPKINS UNIVERSITY,MD,578963,578963.0,Mechanistic_Pathogenesis,Studies mechanisms of impaired ESCRT-III nuclear surveillance,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10897724,2024,NIA,5R01NS120331-04,,Microglia contribution to disease pathogenesis in C9orf72 ALS/FTD,"SATTLER, RITA",ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,142094,142094.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10897724,2024,NINDS,5R01NS120331-04,,Microglia contribution to disease pathogenesis in C9orf72 ALS/FTD,"SATTLER, RITA",ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,669883,669883.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10898811,2024,NIGMS,5R35GM141939-04,,Illuminating cellular dark matter through the development of novel chemical tools,"DEVARAJ, NEAL","UNIVERSITY OF CALIFORNIA, SAN DIEGO",CA,395000,395000.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10899305,2024,NIA,1R01AG087537-01,,Neural Mechanisms of Empathy Loss in Frontotemporal Dementia,"YAO, WEI-DONG",UPSTATE MEDICAL UNIVERSITY,NY,584681,584681.0,Mechanistic_Pathogenesis,Studies neural mechanisms of empathy loss in FTD,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10900784,2024,NINDS,5UH3NS120191-04,,SWITCH Trial: Early Feasibility Study of Stentrode BCI for Augmentative Communication,"WEBER, DOUGLAS",CARNEGIE-MELLON UNIVERSITY,PA,1416223,1416223.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10902056,2024,NIA,5F31NS129101-03,,Developing RNA therapeutics for TDP-43 proteinopathy in ALS/FTD,"COPLEY, KATIE",UNIVERSITY OF PENNSYLVANIA,PA,36530,36530.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10903318,2024,NIA,1R21AG085108-01A1,,Mechanistic Investigation of Innate Immunity in a Drosophila Model of Frontotemporal Dementia,"GAO, FEN-BIAO",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,460625,460625.0,Mechanistic_Pathogenesis,Mechanistic investigation of innate immunity in Drosophila FTD model,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10903717,2024,NIA,5F32AG081085-02,,Cellular perturbations to enhance precise therapeutic genome editing to treat FTD/ALS,"MACKLIN, BRIA",J. DAVID GLADSTONE INSTITUTES,CA,74284,74284.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10904330,2024,NINDS,1R21NS135762-01A1,,Molecular pathways linking frontotemporal dementia and circadian dysfunction,"KOH, KYUNGHEE",THOMAS JEFFERSON UNIVERSITY,PA,234000,234000.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10906832,2024,NIGMS,5R01GM143297-04,,Acoustic Tweezing Cytometry for Efficient Neural Differentiation,"FU, JIANPING",UNIVERSITY OF MICHIGAN AT ANN ARBOR,MI,441207,441207.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10906904,2024,NIGMS,5F31GM148067-03,,Defining the Role of DDX6 in Regulating FUS Condensates,"MEKONNEN, GEMECHU",JOHNS HOPKINS UNIVERSITY,MD,48974,48974.0,Mechanistic_Pathogenesis,Studies role of DDX6 in regulating FUS condensates (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10907041,2024,NIA,5R21AG084170-02,,Cryo-EM Analysis of Ribosomal Defects in C9ORF72-Associated Frontotemporal Dementia and ALS,"GAO, FEN-BIAO",UNIV OF MASSACHUSETTS MED SCH WORCESTER,MA,209375,209375.0,Mechanistic_Pathogenesis,Studies ribosomal defects in C9ORF72-associated ALS via cryo-EM (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10907756,2024,RMAP,5R01NS131409-03,,Leveraging natural phenotypic variations of heterogenous ALS populations-in-a-dish to enable scalable drug discovery,"ICHIDA, JUSTIN",UNIVERSITY OF SOUTHERN CALIFORNIA,CA,986054,986054.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10907757,2024,NINDS,5RM1NS133601-02,,Targeting Dysregulated RNA Splicing in Neurodegenerative Diseases,"LAGIER-TOURENNE, CLOTILDE",MASSACHUSETTS GENERAL HOSPITAL,MA,1398275,1398275.0,Mechanistic_Pathogenesis,Studies targeting dysregulated RNA splicing (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10909808,2024,NINDS,5R01NS123287-02,,T cell immunity in a rare juvenile form of motor neuron disease,"MARAZZI, IVAN",UNIVERSITY OF CALIFORNIA-IRVINE,CA,621769,621769.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10909969,2024,NIDCD,5U01DC019430-04,,Single-neuron population dynamics in human speech motor cortex for a speech prosthesis,"HENDERSON, JAIMIE",STANFORD UNIVERSITY,CA,1106092,1106092.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10912600,2024,NIGMS,5R01GM146257-05,,Homeostatic Reset as a New Therapeutic Paradigm for Slow Progression Diseases,"LU, QUN",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,121197,121197.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10912600,2024,RMAP,5R01GM146257-05,,Homeostatic Reset as a New Therapeutic Paradigm for Slow Progression Diseases,"LU, QUN",UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,SC,556212,556212.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10914282,2024,NINDS,5R01NS129610-02,,"Investigating Motor Neuron Disease in Spinocerebellar Ataxia, Type1","ORENGO, JAMES",BAYLOR COLLEGE OF MEDICINE,TX,508761,508761.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10914945,2024,NIA,5R44NS132698-02,,Development of an UNC13A antisense oligonucleotide treatment for ALS and FTD,"CHANG, WEN-HSUAN","ACURASTEM, INC.",CA,1279990,1279990.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10915041,2024,NIA,5U54NS123743-04,5870,Administrative Core,"GITLER, AARON",STANFORD UNIVERSITY,CA,153530,153530.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10915645,2024,NIGMS,5R35GM150868-02,,"Protein Structure, Dynamics, and Aggregation in Phase Separated Droplets","SERRANO, ARNALDO",UNIVERSITY OF NOTRE DAME,IN,391250,391250.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10918269,2024,NIGMS,5R01GM147677-03,,Residue-by-residue details of FUS protein phase separation and aggregation,"FAWZI, NICOLAS",BROWN UNIVERSITY,RI,384461,384461.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10920047,2024,NIA,1R41NS137860-01,,Developing an Anti-proteotoxicity Therapy for Neurodegenerative Diseases,"ZHANG, TAO","REZIGENE, LLC",MD,349854,349854.0,Everything_else,"Therapeutic development, not environmental exposure",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10920288,2024,NIA,1R43NS137874-01,,Discovering targeted modulator of microglial activity as a candidate treatment for FTD and related dementias.,"JACKO, MARTIN","APERTURE THERAPEUTICS, INC.",CA,459525,459525.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10922705,2024,NINDS,5R01NS127187-04,,Identification of TDP-43 modifiers through single-cell transcriptional and epigenomic dissection of ALS and FTLD-MND,"DONNELLY, CHRISTOPHER",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,909476,909476.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10922705,2024,RMAP,5R01NS127187-04,,Identification of TDP-43 modifiers through single-cell transcriptional and epigenomic dissection of ALS and FTLD-MND,"DONNELLY, CHRISTOPHER",UNIVERSITY OF PITTSBURGH AT PITTSBURGH,PA,909477,909477.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10925811,2024,NIA,3R01NS122236-04S1,,Nuclear pore complex quality control in ALS/FTD,"ROTHSTEIN, JEFFREY",JOHNS HOPKINS UNIVERSITY,MD,63650,63650.0,Mechanistic_Pathogenesis,Studies nuclear pore complex quality control mechanisms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10927336,2024,NIA,5R01NS115507-05,,RNA Surveillance and Protein Translation in FTD,"ZHU, HAINING",UNIVERSITY OF ARIZONA,AZ,92649,92649.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10927336,2024,NINDS,5R01NS115507-05,,RNA Surveillance and Protein Translation in FTD,"ZHU, HAINING",UNIVERSITY OF ARIZONA,AZ,438499,438499.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10928811,2024,NINDS,5R00NS119743-04,,Precision Base Editing for the Treatment of Motor Neuron Diseases,"ARBAB, MANDANA",BOSTON CHILDREN'S HOSPITAL,MA,241531,241531.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10931416,2024,NINDS,5R01NS122911-02,,Mechanistic analysis of TDP-43-mediated RNA localization in neurons and its misregulation in ALS,"TALIAFERRO, JEFFERSON",UNIVERSITY OF COLORADO DENVER,CO,561876,561876.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10931669,2024,NINDS,5R01NS133517-02,,Determine the neurotoxicity of RNA metabolism dysfunction caused by cytoplasmic TDP-43 aggregates,"SHAHMORADIAN, SARAH",UT SOUTHWESTERN MEDICAL CENTER,TX,616468,616468.0,Mechanistic_Pathogenesis,Studies neurotoxicity mechanisms of RNA metabolism dysfunction,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10932921,2024,NIA,5R01AG084965-02,,METTL3-mediated regulation of motor neuron function,"LOTTI, FRANCESCO",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,411250,411250.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10933523,2024,NINDS,5R01NS132330-02,,"Investigating the role of TMEM106b genetics and pathology in Alzheimer’s disease, LATE and FTLD","PETRUCELLI, LEONARD",MAYO CLINIC  JACKSONVILLE,FL,1064348,1064348.0,Mechanistic_Pathogenesis,Studies role of TMEM106b genetics AND pathology (mechanism),,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10933524,2024,NINDS,5R61NS119642-03,,Relaxivity Contrast Imaging as Biomarker of Muscle Degeneration in ALS,"QUARLES, CHRISTOPHER",UNIVERSITY OF TX MD ANDERSON CAN CTR,TX,627541,627541.0,Everything_else,"Imaging technology/biomarker development, not genetic risk study",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10934366,2024,OD,5U01NS136020-02,,Intermediate-Size Expanded Access Trial of Autologous Hybrid TREG/Th2 Cell Therapy (RAPA-501) of Amyotrophic Lateral Sclerosis,"BERRY, JAMES",MASSACHUSETTS GENERAL HOSPITAL,MA,11665635,11665635.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Everything_else,,Moved from Mechanistic to Clinical (Clinical Trials/Drug Dev),Clinical Trials/Drug Dev,
Amyotrophic Lateral Sclerosis (ALS),10934376,2024,OD,5U01NS136021-02,,An Intermediate-Size Expanded Access Protocol for Amyotrophic Lateral Sclerosis with Pridopidine,"PAGANONI, SABRINA",MASSACHUSETTS GENERAL HOSPITAL,MA,9831153,9831153.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10934384,2024,OD,5U01NS136023-02,,Intermediate-sized Expanded Access Protocol for CNM-Au8 in Amyotrophic Lateral Sclerosis (ALS).,"ANDREWS, JINSY",COLUMBIA UNIVERSITY HEALTH SCIENCES,NY,11593647,11593647.0,Everything_else,"Clinical, intervention, care, or other unspecified project",,Everything_else,,,,
Amyotrophic Lateral Sclerosis (ALS),10935945,2024,NINDS,5F31NS132580-02,,Defining the mechanisms by which mutations in DNAJC7 increase susceptibility to ALS/FTD,"FLEMING, ANDREW",NORTHWESTERN UNIVERSITY AT CHICAGO,IL,32487,32487.0,Mechanistic_Pathogenesis,Defining the MECHANISMS by which mutations in DNAJC7 cause susceptibility,,Mechanistic_and_Genetic,,,,
Amyotrophic Lateral Sclerosis (ALS),10935954,2024,NIGMS,5R01GM151731-02,,URIL tags for intracellular RNA tracking and RNP proximity labeling,"BONG, DENNIS",OHIO STATE UNIVERSITY,OH,364674,364674.0,Mechanistic_Pathogenesis,Includes mechanistic molecular/cellular or immune pathway terms,,Mechanistic_and_Genetic,,,,
